Contract,Version,Procurement Type,Description,Max Amt,Begin Dt,Expire Dt,Supplier,Dept,Agency Name,Contract Duration (Days),Vendor Frequency,Total Agency Spend,Risk Score,Risk Level
FAC172,1,CON FAC172,FAC CGC IT CoolingTowerReplace,121500,11/17/2021,6/6/2023,STALLINGS CONSTRUCTION INC,6310000000,FACILITIES MANAGEMENT,566,785," $3,934,219.51 ",2,Low Risk
FAC172,2,CON FAC172,FAC CGC IT CoolingTowerReplace,129961.53,11/17/2021,4/30/2023,STALLINGS CONSTRUCTION INC,5050000000,CAPITAL IMPROVEMENTS,529,785," $65,930,568.04 ",2,Low Risk
FAC59962,1,CON FAC59962,FAC SaltPalaceNorthLobbyEscala,853400,10/2/2019,4/24/2021,STALLINGS CONSTRUCTION INC,6300000000,FACILITIES SERVICES,570,785," $8,792,208.80 ",5,Medium Risk
FAC60708,1,CON FAC60708,FAC Oxbow Jail Re-Roof,586900,9/17/2019,1/15/2021,STALLINGS CONSTRUCTION INC,6300000000,FACILITIES SERVICES,486,785," $8,792,208.80 ",4,Medium Risk
FAC63244,1,CON FAC63244,FAC ECC Security Fencing Upgra,124500,1/6/2020,3/1/2021,STALLINGS CONSTRUCTION INC,6300000000,FACILITIES SERVICES,420,785," $8,792,208.80 ",2,Low Risk
FAC66134,1,RFC FAC66134,FAC York Brand OEM Parts/equip,0,5/12/2020,5/11/2025,US AIR CONDITIONING DISTRIBUTORS LLC,6310000000,FACILITIES MANAGEMENT,1825,1," $3,934,219.51 ",0,Low Risk
FAC70920,1,CON FAC70920,FAC GovtCntrHeatExchngrReplace,59460,8/11/2020,11/27/2021,STALLINGS CONSTRUCTION INC,6300000000,FACILITIES SERVICES,473,785," $8,792,208.80 ",3,Medium Risk
FAC76702,1,RFP FAC76702,FAC Primary SmallPrjctsContrac,1,7/20/2021,7/12/2027,STALLINGS CONSTRUCTION INC,6300000000,FACILITIES SERVICES,2183,785," $8,792,208.80 ",3,Medium Risk
FAC76702,2,RFP FAC76702,FAC Primary SmallPrjctsContrac,1,7/20/2021,7/12/2027,STALLINGS CONSTRUCTION INC,6300000000,FACILITIES SERVICES,2183,785," $8,792,208.80 ",3,Medium Risk
FAC76702,3,RFP FAC76702,FAC Primary SmallPrjctsContrac,1,7/20/2021,7/12/2027,STALLINGS CONSTRUCTION INC,6300000000,FACILITIES SERVICES,2183,785," $8,792,208.80 ",3,Medium Risk
FAC76702,4,RFP FAC76702,FAC Primary SmallPrjctsContrac,1,7/20/2021,4/14/2026,STALLINGS CONSTRUCTION INC,6300000000,FACILITIES SERVICES,1729,785," $8,792,208.80 ",3,Medium Risk
FAC76702,5,RFP FAC76702,FAC Primary SmallPrjctsContrac,1,7/20/2021,7/12/2027,STALLINGS CONSTRUCTION INC,6300000000,FACILITIES SERVICES,2183,785," $8,792,208.80 ",3,Medium Risk
FAC76702,6,RFP FAC76702,FAC Primary SmallPrjctsContrac,1,7/20/2021,7/12/2027,STALLINGS CONSTRUCTION INC,6300000000,FACILITIES SERVICES,2183,785," $8,792,208.80 ",3,Medium Risk
FAC77954-2,1,CON FAC78807,FAC UPD Firearms Range Sand Tr,716900,7/14/2021,10/30/2022,STALLINGS CONSTRUCTION INC,6310000000,FACILITIES MANAGEMENT,473,785," $3,934,219.51 ",4,Medium Risk
FAC78970,1,RFC FAC78970,FAC Ammonia Service and Parts,0,11/1/2021,10/31/2026,LOUIS A ROSER COMPANY,6310000000,FACILITIES MANAGEMENT,1825,1," $3,934,219.51 ",0,Low Risk
FAC80864,1,RFP FAC80864,FAC GeotechnicalEngineeringSvc,1,11/16/2021,11/1/2027,KLEINFELDER INC,6310000000,FACILITIES MANAGEMENT,2176,30," $3,934,219.51 ",1,Low Risk
FAC80864-2,1,RFP FAC80864,FAC GeotechnicalEngineeringSvc,1,11/18/2021,11/1/2027,IGES INC,6310000000,FACILITIES MANAGEMENT,2174,9," $3,934,219.51 ",1,Low Risk
FAC80864-2,2,RFP FAC80864,FAC GeotechnicalEngineeringSvc,1,11/18/2021,11/1/2027,IGES INC,6310000000,FACILITIES MANAGEMENT,2174,9," $3,934,219.51 ",1,Low Risk
FAC81990,1,CON FAC81990,FAC YouthServicesKitchenRemode,191000,12/22/2021,3/15/2023,STALLINGS CONSTRUCTION INC,6300000000,FACILITIES SERVICES,448,785," $8,792,208.80 ",3,Medium Risk
FAC81990,2,CON FAC81990,FAC YouthServicesKitchenRemode,198586.84,12/22/2021,3/15/2023,STALLINGS CONSTRUCTION INC,5050000000,CAPITAL IMPROVEMENTS,448,785," $65,930,568.04 ",3,Medium Risk
FAC83274-1,1,RFP FAC83274,FAC EnvironmentalEngineeringSv,1,1/7/2022,11/1/2027,KLEINFELDER INC,6300000000,FACILITIES SERVICES,2124,30," $8,792,208.80 ",1,Low Risk
FAC85038,1,CON FAC85038,FAC ChristmasBoxHouseRe-Roof,219900,2/22/2022,5/15/2023,STALLINGS CONSTRUCTION INC,6300000000,FACILITIES SERVICES,447,785," $8,792,208.80 ",3,Medium Risk
FAC85038,2,CON FAC85038,FAC ChristmasBoxHouseRe-Roof,260440.36,2/22/2022,9/30/2023,STALLINGS CONSTRUCTION INC,5050000000,CAPITAL IMPROVEMENTS,585,785," $65,930,568.04 ",3,Medium Risk
FAC86145-1,1,RFP FAC86145,FAC Architect&EngineeringPOOL,1,4/6/2022,2/1/2027,HHY ASSOCIATES,6300000000,FACILITIES SERVICES,1762,43," $8,792,208.80 ",1,Low Risk
FAC86145-1,2,RFP FAC86145,FAC Architect&EngineeringPOOL,1,4/6/2022,2/1/2027,HHY ASSOCIATES,5050000000,CAPITAL IMPROVEMENTS,1762,43," $65,930,568.04 ",3,Medium Risk
FAC86145-2,1,RFP FAC86145,FAC Architect&EngineeringPOOL,1,4/13/2022,2/1/2027,GSBS ARCHITECTS,5050000000,CAPITAL IMPROVEMENTS,1755,18," $65,930,568.04 ",1,Low Risk
FAC86145-3,1,RFP FAC86145,FAC Architect&EngineeringPOOL,1,4/6/2022,2/1/2027,ARCHITECTURAL NEXUS INC,5050000000,CAPITAL IMPROVEMENTS,1762,65," $65,930,568.04 ",3,Medium Risk
FAC87659-3,2,RFP FAC87659,FAC BECx Services Pool,1,8/11/2022,7/1/2028,STANTEC CONSULTING INC,6300000000,FACILITIES SERVICES,2151,3," $8,792,208.80 ",0,Low Risk
FAC95178,1,RFP FAC95178,FAC ADC/JailElevatorModernizat,250000,2/8/2023,12/31/2025,HHY ASSOCIATES,5050000000,CAPITAL IMPROVEMENTS,1057,43," $65,930,568.04 ",3,Medium Risk
FAC99647,1,RFP AGS90154,FAC 10thEastSnrCntrRenovation,627703,7/5/2023,7/8/2025,ARCHITECTURAL NEXUS INC,5050000000,CAPITAL IMPROVEMENTS,734,65," $65,930,568.04 ",5,Medium Risk
FAC99647,2,RFP AGS90154,FAC 10thEastSnrCntrRenovation,633668,7/5/2023,7/8/2025,ARCHITECTURAL NEXUS INC,5050000000,CAPITAL IMPROVEMENTS,734,65," $65,930,568.04 ",5,Medium Risk
FCE103352-3,1,RFP FCE103352,FCE LoadingHaulingDisposalPOOL,1,11/15/2023,11/14/2029,LYNDON JONES CONSTRUCTION,4600000600,FC-DRAINAGE OPERATIONS MAINT.,2191,34," $1,184,629.12 ",3,Medium Risk
FCE91896-1,1,RFP FCE91896,FCE POOL Hydraulic & Hydrologi,1,11/16/2022,11/15/2028,BOWEN COLLINS & ASSOCIATES INC,4600000200,FC-PROJECT MANAGEMENT & DESIGN,2191,13," $2,507,420.28 ",2,Low Risk
FCE91896-1,2,RFP FCE91896,FCE POOL Hydraulic & Hydrologi,12429,11/16/2022,11/15/2028,BOWEN COLLINS & ASSOCIATES INC,4600000200,FC-PROJECT MANAGEMENT & DESIGN,2191,13," $2,507,420.28 ",2,Low Risk
FCE91896-1,3,RFP FCE91896,FCE POOL Hydraulic & Hydrologi,112029,11/16/2022,11/15/2028,BOWEN COLLINS & ASSOCIATES INC,4600000200,FC-PROJECT MANAGEMENT & DESIGN,2191,13," $2,507,420.28 ",2,Low Risk
FCE91896-1,4,RFP FCE91896,FCE POOL Hydraulic & Hydrologi,131954,11/16/2022,11/15/2028,BOWEN COLLINS & ASSOCIATES INC,4600000200,FC-PROJECT MANAGEMENT & DESIGN,2191,13," $2,507,420.28 ",2,Low Risk
FCE91896-1,5,RFP FCE91896,FCE POOL Hydraulic & Hydrologi,212954,11/16/2022,11/15/2028,BOWEN COLLINS & ASSOCIATES INC,4600000200,FC-PROJECT MANAGEMENT & DESIGN,2191,13," $2,507,420.28 ",2,Low Risk
FCE91896-1,6,RFP FCE91896,FCE POOL Hydraulic & Hydrologi,282954,11/16/2022,11/15/2028,BOWEN COLLINS & ASSOCIATES INC,4600000200,FC-PROJECT MANAGEMENT & DESIGN,2191,13," $2,507,420.28 ",2,Low Risk
FCE91896-1,7,RFP FCE91896,FCE POOL Hydraulic & Hydrologi,352954,11/16/2022,11/15/2028,BOWEN COLLINS & ASSOCIATES INC,4600000200,FC-PROJECT MANAGEMENT & DESIGN,2191,13," $2,507,420.28 ",2,Low Risk
FCE91896-1,8,RFP FCE91896,FCE POOL Hydraulic & Hydrologi,360954,11/16/2022,11/15/2028,BOWEN COLLINS & ASSOCIATES INC,4600000200,FC-PROJECT MANAGEMENT & DESIGN,2191,13," $2,507,420.28 ",2,Low Risk
FCE91896-1,9,RFP FCE91896,FCE POOL Hydraulic & Hydrologi,563843,11/16/2022,11/15/2028,BOWEN COLLINS & ASSOCIATES INC,4600000200,FC-PROJECT MANAGEMENT & DESIGN,2191,13," $2,507,420.28 ",4,Medium Risk
FCE91896-2,3,RFP FCE91896,FCE POOL Hydraulic & Hydrologi,114370.64,11/16/2022,11/15/2028,HORROCKS ENGINEERS INC,4600000200,FC-PROJECT MANAGEMENT & DESIGN,2191,3," $2,507,420.28 ",0,Low Risk
FCE91896-2,4,RFP FCE91896,FCE POOL Hydraulic & Hydrologi,293076.64,11/16/2022,11/15/2028,HORROCKS ENGINEERS INC,4600000200,FC-PROJECT MANAGEMENT & DESIGN,2191,3," $2,507,420.28 ",0,Low Risk
FCE91896-4,1,RFP FCE91896,FCE POOL Hydraulic & Hydrologi,1,11/16/2022,11/15/2028,JUB ENGINEERS INC,4600000200,FC-PROJECT MANAGEMENT & DESIGN,2191,15," $2,507,420.28 ",0,Low Risk
FCE91896-4,2,RFP FCE91896,FCE POOL Hydraulic & Hydrologi,69900,11/16/2022,11/15/2028,JUB ENGINEERS INC,4600000200,FC-PROJECT MANAGEMENT & DESIGN,2191,15," $2,507,420.28 ",0,Low Risk
FLM110834-2,1,FLM110834 BULK FUEL RFC,FLM110834 Bulk Fuel RFC,0,8/22/2024,8/22/2029,PETROLEUM TRADERS CORPORATION,6800005000,FUEL,1826,2, $-   ,0,Low Risk
HCD19002HC,1,RFA REQUEST FOR APPLICATIONS,ORD-CDBG EmergencyHomeRepair,400000,7/1/2019,8/31/2020,ASSIST INC,1025000650,CDBG,427,12," $13,328,249.74 ",3,Medium Risk
HCD19007CH,1,RFA REQUEST FOR APPLICATIONS,ORD-CDBG Homeownership Assista,345000,7/1/2019,8/31/2020,COMMUNITY DEVELOPMENT CORP OF,1025000650,CDBG,427,20," $13,328,249.74 ",3,Medium Risk
HCD19007CH,2,RFA REQUEST FOR APPLICATIONS,ORD-CDBG Homeownership Assista,345000,7/1/2019,11/30/2020,COMMUNITY DEVELOPMENT CORP OF,1025000650,CDBG,518,20," $13,328,249.74 ",3,Medium Risk
HCD19011CH,1,RFA REQUEST FOR APPLICATIONS,ORD-CDBG Sunnyvale Park Improv,60000,7/1/2019,8/31/2020,WORK ACTIVITY CENTER,1025000650,CDBG,427,3," $13,328,249.74 ",2,Low Risk
HCD19011CH,2,RFA REQUEST FOR APPLICATIONS,ORD-CDBG Sunnyvale Park Improv,60000,7/1/2019,11/30/2020,WORK ACTIVITY CENTER,1025000650,CDBG,518,3," $13,328,249.74 ",2,Low Risk
HCD19011CH,3,RFA REQUEST FOR APPLICATIONS,ORD-CDBG Sunnyvale Park Improv,68870,7/1/2019,12/1/2027,WORK ACTIVITY CENTER,1025000650,CDBG,3075,3," $13,328,249.74 ",2,Low Risk
HCD19016SS,1,RFA REQUEST FOR APPLICATIONS,ORD SSBG Job-Readiness,45000,7/1/2019,8/31/2020,ENGLISH SKILLS LEARNING CENTER,1025000620,SSBG,427,6," $2,163,580.45 ",1,Low Risk
HCD19016SS,2,RFA REQUEST FOR APPLICATIONS,ORD SSBG Job-Readiness,90000,7/1/2019,5/31/2021,ENGLISH SKILLS LEARNING CENTER,1025000620,SSBG,700,6," $2,163,580.45 ",1,Low Risk
HCD19019CH,1,RFA REQUEST FOR APPLICATIONS,ORD-CDBG WaitingRoomRenovation,125000,7/1/2019,8/31/2020,WASATCH HOMELESS HEALTH CARE USE 4425,1025000650,CDBG,427,3," $13,328,249.74 ",3,Medium Risk
HCD19019CH,2,RFA REQUEST FOR APPLICATIONS,ORD-CDBG WaitingRoomRenovation,125000,7/1/2019,11/30/2020,WASATCH HOMELESS HEALTH CARE USE 4425,1025000650,CDBG,518,3," $13,328,249.74 ",3,Medium Risk
HCD19019CH,3,RFA REQUEST FOR APPLICATIONS,ORD-CDBG WaitingRoomRenovation,125000,7/1/2019,6/20/2020,WASATCH HOMELESS HEALTH CARE USE 4425,1025000650,CDBG,355,3," $13,328,249.74 ",3,Medium Risk
HCD19025CH,1,RFA REQUEST FOR APPLICATIONS,ORD-CDBG Millcreek Res Roof,49248,7/1/2019,8/31/2020,ODYSSEY HOUSE OF UTAH INC,1025000650,CDBG,427,21," $13,328,249.74 ",0,Low Risk
HCD19037CH,1,RFA REQUEST FOR APPLICATIONS,ORD-CDBG HVAC Project,65000,7/1/2019,8/31/2020,SOUTH VALLEY SERVICES,1025000650,CDBG,427,16," $13,328,249.74 ",3,Medium Risk
HCD19037CH,2,RFA REQUEST FOR APPLICATIONS,ORD-CDBG HVAC Project,65000,7/1/2019,11/30/2020,SOUTH VALLEY SERVICES,1025000650,CDBG,518,16," $13,328,249.74 ",3,Medium Risk
HCD19037CH,3,RFA REQUEST FOR APPLICATIONS,ORD-CDBG HVAC Project,65000,7/1/2019,1/30/2021,SOUTH VALLEY SERVICES,1025000650,CDBG,579,16," $13,328,249.74 ",3,Medium Risk
HCD19037CH,4,RFA REQUEST FOR APPLICATIONS,ORD-CDBG HVAC Project,65000,7/1/2019,2/28/2021,SOUTH VALLEY SERVICES,1025000650,CDBG,608,16," $13,328,249.74 ",3,Medium Risk
HCD19037CH,5,RFA REQUEST FOR APPLICATIONS,ORD-CDBG HVAC Project,65000,7/1/2019,4/30/2021,SOUTH VALLEY SERVICES,1025000650,CDBG,669,16," $13,328,249.74 ",3,Medium Risk
HCD19037CS,1,RFA REQUEST FOR APPLICATIONS,ORD-CDBG DV HomelessShelter,44634,7/1/2019,8/31/2020,SOUTH VALLEY SERVICES,1025000650,CDBG,427,16," $13,328,249.74 ",3,Medium Risk
HCD19037CS,2,RFA REQUEST FOR APPLICATIONS,ORD-CDBG DV HomelessShelter,89268,7/1/2019,8/31/2021,SOUTH VALLEY SERVICES,1025000650,CDBG,792,16," $13,328,249.74 ",3,Medium Risk
HCD19038CH,1,RFA REQUEST FOR APPLICATIONS,ORD-CDBG Paint&Upgrade Proj,45000,7/1/2019,8/31/2020,HOUSE OF HOPE,1025000650,CDBG,427,7," $13,328,249.74 ",1,Low Risk
HCD19038CH,2,RFA REQUEST FOR APPLICATIONS,ORD-CDBG Paint&Upgrade Proj,45000,7/1/2019,11/30/2020,HOUSE OF HOPE,1025000650,CDBG,518,7," $13,328,249.74 ",1,Low Risk
HCD19053CH,1,RFA REQUEST FOR APPLICATIONS,ORD-CDBG ADA Improvement,150000,7/1/2019,8/31/2020,MIDVALE CITY CORP,1025000650,CDBG,427,29," $13,328,249.74 ",3,Medium Risk
HCD19053CH,2,RFA REQUEST FOR APPLICATIONS,ORD-CDBG ADA Improvement,150000,7/1/2019,11/30/2020,MIDVALE CITY CORP,1025000650,CDBG,518,29," $13,328,249.74 ",3,Medium Risk
HCD19057CH,1,RFA REQUEST FOR APPLICATIONS,ORD-CDBG WTemple TOD Street,125000,8/7/2019,8/31/2020,SOUTH SALT LAKE CITY,1025000650,CDBG,390,44," $13,328,249.74 ",2,Low Risk
HCD19057CH,2,RFA REQUEST FOR APPLICATIONS,ORD-CDBG WTemple TOD Street,125000,8/7/2019,11/30/2020,SOUTH SALT LAKE CITY,1025000650,CDBG,481,44," $13,328,249.74 ",2,Low Risk
HCD19057CH,3,RFA REQUEST FOR APPLICATIONS,ORD-CDBG WTemple TOD Street,125000,8/7/2019,2/28/2021,SOUTH SALT LAKE CITY,1025000650,CDBG,571,44," $13,328,249.74 ",2,Low Risk
HCD19068CH,1,RFA REQUEST FOR APPLICATIONS,ORD-CDBG Homeownership Assista,67933,7/1/2019,8/31/2020,INTERNATIONAL RESCUE COMMITTEE INC,1025000650,CDBG,427,19," $13,328,249.74 ",3,Medium Risk
HCD19068CH,2,RFA REQUEST FOR APPLICATIONS,ORD-CDBG Homeownership Assista,67933,7/1/2019,11/30/2020,INTERNATIONAL RESCUE COMMITTEE INC,1025000650,CDBG,518,19," $13,328,249.74 ",3,Medium Risk
HCD19068CS,1,RFA REQUEST FOR APPLICATIONS,ORD-CDBG Scaling SPICE,57728,7/1/2019,8/31/2020,INTERNATIONAL RESCUE COMMITTEE INC,1025000650,CDBG,427,19," $13,328,249.74 ",3,Medium Risk
HCD19068CS,2,RFA REQUEST FOR APPLICATIONS,ORD-CDBG Scaling SPICE,115456,7/1/2019,8/31/2020,INTERNATIONAL RESCUE COMMITTEE INC,1025000650,CDBG,427,19," $13,328,249.74 ",3,Medium Risk
HCD19068CS,3,RFA REQUEST FOR APPLICATIONS,ORD-CDBG Scaling SPICE,115456,7/1/2019,8/31/2021,INTERNATIONAL RESCUE COMMITTEE INC,1025000650,CDBG,792,19," $13,328,249.74 ",3,Medium Risk
HCD19093CH,1,RFA REQUEST FOR APPLICATIONS,ORD-CDBG 411 N Grant Facility,105915,7/1/2019,8/31/2020,FIRST STEP HOUSE,1025000650,CDBG,427,43," $13,328,249.74 ",2,Low Risk
HCD19093CS,1,RFA REQUEST FOR APPLICATIONS,ORD-CDBG HousingCaseMngmnt,86061,7/1/2019,8/31/2020,FIRST STEP HOUSE,1025000650,CDBG,427,43," $13,328,249.74 ",3,Medium Risk
HCD19093CS,2,RFA REQUEST FOR APPLICATIONS,ORD-CDBG HousingCaseMngmnt,172122,7/1/2019,8/31/2021,FIRST STEP HOUSE,1025000650,CDBG,792,43," $13,328,249.74 ",3,Medium Risk
HCD19093SS,1,RFA REQUEST FOR APPLICATIONS,ORD SSBG Employment Preparatio,57728,7/1/2019,8/31/2020,FIRST STEP HOUSE,1025000620,SSBG,427,43," $2,163,580.45 ",0,Low Risk
HCD19093SS,2,RFA REQUEST FOR APPLICATIONS,ORD SSBG Employment Preparatio,115456,7/1/2019,5/31/2021,FIRST STEP HOUSE,1025000620,SSBG,700,43," $2,163,580.45 ",0,Low Risk
HCD19096SS,1,RFA REQUEST FOR APPLICATIONS,ORD SSBG Financial Finesse,40000,7/1/2019,8/31/2020,AAA FAIR CREDIT FOUNDATION INC,1025000620,SSBG,427,2," $2,163,580.45 ",0,Low Risk
HCD19096SS,2,RFA REQUEST FOR APPLICATIONS,ORD SSBG Financial Finesse,80000,7/1/2019,5/31/2021,AAA FAIR CREDIT FOUNDATION INC,1025000620,SSBG,700,2," $2,163,580.45 ",0,Low Risk
HCD19103SS,1,RFA REQUEST FOR APPLICATIONS,ORD SSBG Benefits Enrollment,40000,7/1/2019,8/31/2020,UTAH LEGAL SERVICES INC,1025000620,SSBG,427,10," $2,163,580.45 ",0,Low Risk
HCD19103SS,2,RFA REQUEST FOR APPLICATIONS,ORD SSBG Benefits Enrollment,80000,7/1/2019,5/31/2021,UTAH LEGAL SERVICES INC,1025000620,SSBG,700,10," $2,163,580.45 ",0,Low Risk
HCD19105HM,1,RFA REQUEST FOR APPLICATIONS,ORD HOME Tenant Based Rental A,300000,7/1/2019,8/31/2020,THE ROAD HOME,1025000670,HOME,427,43," $3,956,521.05 ",0,Low Risk
HCD19105HM,2,RFA REQUEST FOR APPLICATIONS,ORD HOME Tenant Based Rental A,319545.05,7/1/2019,8/31/2020,THE ROAD HOME,1025000670,HOME,427,43," $3,956,521.05 ",0,Low Risk
HCD19106HM,1,RFA REQUEST FOR APPLICATIONS,ORD HOME Tenant Based Rental A,175000,7/1/2019,8/31/2020,HOUSING CONNECT,1025000670,HOME,427,37," $3,956,521.05 ",0,Low Risk
HCD19106HM2,1,RFA REQUEST FOR APPLICATIONS,ORD HOME Tenant Based Rental A,257000,5/1/2020,8/31/2021,UTAH COMMUNITY ACTION,1025000670,HOME,487,40," $3,956,521.05 ",2,Low Risk
HCD19106HM2,2,RFA REQUEST FOR APPLICATIONS,ORD HOME Tenant Based Rental A,257000,5/1/2020,8/31/2021,UTAH COMMUNITY ACTION,1025000670,HOME,487,40," $3,956,521.05 ",2,Low Risk
HCD19107HM,1,RFA REQUEST FOR APPLICATIONS,ORD HOME Tenant Based Rental A,125000,7/1/2019,8/31/2020,UTAH COMMUNITY ACTION,1025000670,HOME,427,40," $3,956,521.05 ",2,Low Risk
HCD19107SS,1,RFA REQUEST FOR APPLICATIONS,ORD SSBG Adult Education,40000,7/1/2019,8/31/2020,GUADALUPE SCHOOL,1025000620,SSBG,427,10," $2,163,580.45 ",0,Low Risk
HCD19107SS,2,RFA REQUEST FOR APPLICATIONS,ORD SSBG Adult Education,80000,7/1/2019,5/31/2021,GUADALUPE SCHOOL,1025000620,SSBG,700,10," $2,163,580.45 ",0,Low Risk
HCD19109,1,RFA REQUEST FOR APPLICATIONS,ORD HOME Housing Rehab,200000,7/1/2019,12/30/2035,COMMUNITY DEVELOPMENT CORP OF,1025000000,"RGNL TRANS, HOUSNG & ECON DEV",6026,20," $379,292,208.65 ",2,Low Risk
HCD19110,1,RFA REQUEST FOR APPLICATIONS,ORD HOME Housing Rehabilitatio,400000,7/1/2019,12/30/2040,SALT LAKE VALLEY HABITAT FOR HUMANITY,1025000000,"RGNL TRANS, HOUSNG & ECON DEV",7853,7," $379,292,208.65 ",2,Low Risk
HCD19111SS,1,RFA REQUEST FOR APPLICATIONS,ORD SSBG SurvivorsOfTorture,40000,7/1/2019,8/31/2020,UTAH HEALTH AND HUMAN RIGHTS PROJECT,1025000620,SSBG,427,12," $2,163,580.45 ",1,Low Risk
HCD19111SS,2,RFA REQUEST FOR APPLICATIONS,ORD SSBG SurvivorsOfTorture,80000,7/1/2019,5/31/2021,UTAH HEALTH AND HUMAN RIGHTS PROJECT,1025000620,SSBG,700,12," $2,163,580.45 ",1,Low Risk
HCD19115,1,RFA REQUEST FOR APPLICATIONS,ORD HOME Housing Rehabilitatio,195000,7/1/2019,9/30/2035,WEST VALLEY CITY,1025000670,HOME,5935,60," $3,956,521.05 ",2,Low Risk
HCD19115,2,RFA REQUEST FOR APPLICATIONS,ORD HOME Housing Rehabilitatio,295000,7/1/2019,9/30/2035,WEST VALLEY CITY,1025000670,HOME,5935,60," $3,956,521.05 ",2,Low Risk
HCD19115,3,RFA REQUEST FOR APPLICATIONS,ORD HOME Housing Rehabilitatio,363750,7/1/2019,9/30/2035,WEST VALLEY CITY,1025000670,HOME,5935,60," $3,956,521.05 ",2,Low Risk
HCD19116,1,RFA REQUEST FOR APPLICATIONS,ORD HOME Downpayment Assistanc,77000,7/1/2019,6/30/2035,WEST VALLEY CITY,1025000670,HOME,5843,60," $3,956,521.05 ",2,Low Risk
HCD19520ES,1,RFA REQUEST FOR APPLICATIONS,ORD-ESG Emergency Shelter Op,55917,7/1/2019,8/30/2020,THE ROAD HOME,1025000660,ESG,426,43," $1,873,537.00 ",2,Low Risk
HCD19520ES,2,RFA REQUEST FOR APPLICATIONS,ORD-ESG Emergency Shelter Op,111834,7/1/2019,8/31/2021,THE ROAD HOME,1025000660,ESG,792,43," $1,873,537.00 ",2,Low Risk
HCD19522ES,1,RFA REQUEST FOR APPLICATIONS,ORD-ESG Women in Jeopardy,63738,7/1/2019,8/31/2020,YWCA UTAH,1025000660,ESG,427,14," $1,873,537.00 ",0,Low Risk
HCD19522ES,2,RFA REQUEST FOR APPLICATIONS,ORD-ESG Women in Jeopardy,127476,7/1/2019,8/31/2021,YWCA UTAH,1025000660,ESG,792,14," $1,873,537.00 ",0,Low Risk
HCD19530ES,1,RFA REQUEST FOR APPLICATIONS,ORD-ESG Rapid Re-Housing,79770,7/1/2019,8/30/2020,THE ROAD HOME,1025000660,ESG,426,43," $1,873,537.00 ",3,Medium Risk
HCD19530ES,2,RFA REQUEST FOR APPLICATIONS,ORD-ESG Rapid Re-Housing,160799,7/1/2019,6/30/2021,THE ROAD HOME,1025000660,ESG,730,43," $1,873,537.00 ",3,Medium Risk
HCD19530ES,3,RFA REQUEST FOR APPLICATIONS,ORD-ESG Rapid Re-Housing,160799,7/1/2019,8/31/2021,THE ROAD HOME,1025000660,ESG,792,43," $1,873,537.00 ",3,Medium Risk
HCD19550AS,1,RFA REQUEST FOR APPLICATIONS,ORD After School Program,93241.76,7/1/2019,8/30/2020,ASIAN ASSOCATION OF UTAH,1025000615,AFTER-SCHOOL PROGRAM,426,40," $1,036,503.94 ",0,Low Risk
HCD19550AS,2,RFA REQUEST FOR APPLICATIONS,ORD After School Program,121520.76,7/1/2019,2/28/2021,ASIAN ASSOCATION OF UTAH,1025000615,AFTER-SCHOOL PROGRAM,608,40," $1,036,503.94 ",0,Low Risk
HCD19551AS,1,RFA REQUEST FOR APPLICATIONS,ORD After School Program,63375.62,7/1/2019,8/30/2020,SOUTH SALT LAKE CITY,1025000615,AFTER-SCHOOL PROGRAM,426,44," $1,036,503.94 ",0,Low Risk
HCD19551AS,2,RFA REQUEST FOR APPLICATIONS,ORD After School Program,81893.62,7/1/2019,2/28/2021,SOUTH SALT LAKE CITY,1025000615,AFTER-SCHOOL PROGRAM,608,44," $1,036,503.94 ",0,Low Risk
HCD19560AS,1,RFA REQUEST FOR APPLICATIONS,ORD After School Program,113717.24,7/1/2019,8/30/2020,YMCA OF NORTHERN UTAH,1025000615,AFTER-SCHOOL PROGRAM,426,9," $1,036,503.94 ",0,Low Risk
HCD19560AS,2,RFA REQUEST FOR APPLICATIONS,ORD After School Program,145717.24,7/1/2019,2/28/2021,YMCA OF NORTHERN UTAH,1025000615,AFTER-SCHOOL PROGRAM,608,9," $1,036,503.94 ",0,Low Risk
HCD19561AS,1,RFA REQUEST FOR APPLICATIONS,ORD After School Program,65213.05,7/1/2019,8/30/2020,YWCA UTAH,1025000615,AFTER-SCHOOL PROGRAM,426,14," $1,036,503.94 ",0,Low Risk
HCD19561AS,2,RFA REQUEST FOR APPLICATIONS,ORD After School Program,87950.05,7/1/2019,2/28/2021,YWCA UTAH,1025000615,AFTER-SCHOOL PROGRAM,608,14," $1,036,503.94 ",0,Low Risk
HCD19565AS,1,RFA REQUEST FOR APPLICATIONS,ORD After School Program,49806.6,7/1/2019,8/30/2020,SALT LAKE COUNTY,1025000615,AFTER-SCHOOL PROGRAM,426,153," $1,036,503.94 ",0,Low Risk
HCD19565AS,2,RFA REQUEST FOR APPLICATIONS,ORD After School Program,74709.6,7/1/2019,2/28/2021,SALT LAKE COUNTY,1025000615,AFTER-SCHOOL PROGRAM,608,153," $1,036,503.94 ",0,Low Risk
HCD19567AS,1,RFA REQUEST FOR APPLICATIONS,ORD After School Program,62179.2,7/1/2019,8/30/2020,BOYS & GIRLS CLUB OF GREATER SLC,1025000615,AFTER-SCHOOL PROGRAM,426,15," $1,036,503.94 ",0,Low Risk
